Clave,Nombre,Fuentes de abastecimiento de agua a/,Plantas potabilizadoras de agua en operación a/,Capacidad instalada de las plantas potabilizadoras en operación (litros por segundo) a/,Volumen suministrado anual de agua potable (millones de metros cúbicos) b/,Sistemas de agua entubada a/,Tomas domiciliarias de agua entubada a/,Localidades con red de distribución de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Localidades con el servicio de drenaje y alcantarillado a/,Tomas instaladas de energía eléctrica a/,Localidades con el servicio de energía eléctrica a/,Parques de juegos infantiles a/,Jardines vecinales a/,Capacidad total de almacenamiento de las presas (millones de metros cúbicos) b/,Capacidad útil de almacenamiento de las presas (millones de metros cúbicos) b/,Volumen anual utilizado de agua de las presas (millones de metros cúbicos) c/,Fuentes de abastecimiento de agua a/,Plantas potabilizadoras de agua en operación a/,Capacidad instalada de las plantas potabilizadoras en operación (litros por segundo) a/,Volumen suministrado anual de agua potable (millones de metros cúbicos) b/,Sistemas de agua entubada a/,Tomas domiciliarias de agua entubada a/,Localidades con red de distribución de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Localidades con el servicio de drenaje y alcantarillado a/,Tomas instaladas de energía eléctrica a/,Localidades con el servicio de energía eléctrica a/,Parques de juegos infantiles a/,Jardines vecinales a/,Capacidad total de almacenamiento de las presas (millones de metros cúbicos) b/,Capacidad útil de almacenamiento de las presas (millones de metros cúbicos) b/,Volumen anual utilizado de agua de las presas (millones de metros cúbicos) c/,Fuentes de abastecimiento de agua a/,Plantas potabilizadoras de agua en operación a/,Capacidad instalada de las plantas potabilizadoras en operación (litros por segundo) a/,Volumen suministrado anual de agua potable (millones de metros cúbicos) b/,Sistemas de agua entubada a/,Tomas domiciliarias de agua entubada a/,Localidades con red de distribución de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Localidades con el servicio de drenaje y alcantarillado a/,Tomas instaladas de energía eléctrica a/,Localidades con el servicio de energía eléctrica a/,Parques de juegos infantiles a/,Jardines vecinales a/,Capacidad total de almacenamiento de las presas (millones de metros cúbicos) b/,Capacidad útil de almacenamiento de las presas (millones de metros cúbicos) b/,Volumen anual utilizado de agua de las presas (millones de metros cúbicos) c/,Fuentes de abastecimiento de agua a/,Plantas potabilizadoras de agua en operación a/,Capacidad instalada de las plantas potabilizadoras en operación (litros por segundo) a/,Volumen suministrado anual de agua potable (millones de metros cúbicos) b/,Sistemas de agua entubada a/,Tomas domiciliarias de agua entubada a/,Localidades con red de distribución de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Localidades con el servicio de drenaje y alcantarillado a/,Tomas instaladas de energía eléctrica a/,Localidades con el servicio de energía eléctrica a/,Parques de juegos infantiles a/,Jardines vecinales a/,Capacidad total de almacenamiento de las presas (millones de metros cúbicos) b/,Capacidad útil de almacenamiento de las presas (millones de metros cúbicos) b/,Volumen anual utilizado de agua de las presas (millones de metros cúbicos) c/,Fuentes de abastecimiento de agua a/,Plantas potabilizadoras de agua en operación a/,Capacidad instalada de las plantas potabilizadoras en operación (litros por segundo) a/,Volumen suministrado anual de agua potable (millones de metros cúbicos) b/,Sistemas de agua entubada a/,Tomas domiciliarias de agua entubada a/,Localidades con red de distribución de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Localidades con el servicio de drenaje y alcantarillado a/,Tomas instaladas de energía eléctrica a/,Localidades con el servicio de energía eléctrica a/,Parques de juegos infantiles a/,Jardines vecinales a/,Capacidad total de almacenamiento de las presas (millones de metros cúbicos) b/,Capacidad útil de almacenamiento de las presas (millones de metros cúbicos) b/,Volumen anual utilizado de agua de las presas (millones de metros cúbicos) c/,Fuentes de abastecimiento de agua a/,Plantas potabilizadoras de agua en operación a/,Capacidad instalada de las plantas potabilizadoras en operación (litros por segundo) a/,Volumen suministrado anual de agua potable (millones de metros cúbicos) b/,Sistemas de agua entubada a/,Tomas domiciliarias de agua entubada a/,Localidades con red de distribución de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Localidades con el servicio de drenaje y alcantarillado a/,Tomas instaladas de energía eléctrica a/,Localidades con el servicio de energía eléctrica a/,Parques de juegos infantiles a/,Jardines vecinales a/,Capacidad total de almacenamiento de las presas (millones de metros cúbicos) b/,Capacidad útil de almacenamiento de las presas (millones de metros cúbicos) b/,Volumen anual utilizado de agua de las presas (millones de metros cúbicos) c/
20496,Santiago Xiacuí,4,0,0,0,4,505,4,0,0,ND,5,ND,ND,0,0,0,4,0,0,0,4,505,4,0,0,ND,ND,ND,ND,0,0,0,ND,0,0,0,4,505,4,ND,ND,848,5,ND,ND,0,0,0,4,0,0,0,4,505,4,0,0,872,5,ND,ND,0,0,0,ND,ND,ND,ND,4,505,4,ND,ND,878,5,ND,ND,0,0,0,4,ND,ND,ND,4,505,4,ND,ND,888,5,ND,ND,0,0,0
20497,Santiago Yaitepec,1,0,0,0,1,418,1,0,0,ND,3,ND,ND,0,0,0,1,0,0,0,1,418,1,0,0,ND,ND,ND,ND,0,0,0,ND,0,0,0,1,418,1,ND,ND,685,1,ND,ND,0,0,0,1,0,0,0,1,418,1,0,0,712,1,ND,ND,0,0,0,ND,ND,ND,ND,1,418,1,ND,ND,746,1,ND,ND,0,0,0,1,ND,ND,ND,1,418,1,ND,ND,777,1,ND,ND,0,0,0
20498,Santiago Yaveo,1,0,0,0,1,205,1,0,0,ND,44,ND,ND,0,0,0,1,0,0,0,1,205,1,0,0,ND,ND,ND,ND,0,0,0,ND,0,0,0,2,205,2,ND,ND,409,66,ND,ND,0,0,0,1,0,0,0,3,205,3,0,0,486,66,ND,ND,0,0,0,ND,ND,ND,ND,3,205,3,ND,ND,670,66,ND,ND,0,0,0,1,ND,ND,ND,3,205,3,ND,ND,684,66,ND,ND,0,0,0
20499,Santiago Yolomécatl,1,0,0,0,1,352,1,1,1,ND,8,ND,ND,0,0,0,1,0,0,0,1,352,1,1,1,ND,ND,ND,ND,0,0,0,ND,0,0,0,1,352,1,1,1,927,10,ND,ND,0,0,0,1,0,0,0,1,352,1,1,1,962,10,ND,ND,0,0,0,ND,ND,ND,ND,1,352,1,1,1,991,10,ND,ND,0,0,0,1,ND,ND,ND,1,352,1,1,1,1022,10,ND,ND,0,0,0
20500,Santiago Yosondúa,6,0,0,0,5,731,5,0,0,ND,29,ND,ND,0,0,0,6,0,0,0,5,731,5,0,0,ND,ND,ND,ND,0,0,0,ND,0,0,0,5,731,5,ND,ND,2384,40,ND,ND,0,0,0,6,0,0,0,5,731,5,0,0,2442,40,ND,ND,0,0,0,ND,ND,ND,ND,5,731,5,ND,ND,2484,40,ND,ND,0,0,0,6,ND,ND,ND,5,731,5,ND,ND,2530,41,ND,ND,0,0,0
20501,Santiago Yucuyachi,3,0,0,0,2,292,2,0,0,ND,2,ND,ND,0,0,0,3,0,0,0,2,ND,2,0,0,ND,ND,ND,ND,0,0,0,ND,0,0,0,2,292,2,ND,ND,466,2,ND,ND,0,0,0,3,0,0,0,2,292,2,0,0,486,2,ND,ND,0,0,0,ND,ND,ND,ND,2,292,2,ND,ND,491,2,ND,ND,0,0,0,3,ND,ND,ND,2,292,2,ND,ND,502,2,ND,ND,0,0,0
20502,Santiago Zacatepec,2,0,0,0,2,401,2,0,0,ND,6,ND,ND,0,0,0,2,0,0,0,2,401,2,0,0,ND,ND,ND,ND,0,0,0,ND,0,0,0,2,401,2,ND,ND,1097,6,ND,ND,0,0,0,2,0,0,0,2,401,2,0,0,1123,6,ND,ND,0,0,0,ND,ND,ND,ND,2,401,2,ND,ND,1170,6,ND,ND,0,0,0,2,ND,ND,ND,2,401,2,ND,ND,1407,6,ND,ND,0,0,0
20503,Santiago Zoochila,1,0,0,0,1,104,1,1,1,ND,1,ND,ND,0,0,0,1,0,0,0,1,104,1,1,1,ND,ND,ND,ND,0,0,0,ND,0,0,0,1,104,1,1,1,189,1,ND,ND,0,0,0,1,0,0,0,1,104,1,1,1,191,1,ND,ND,0,0,0,ND,ND,ND,ND,1,104,1,1,1,192,1,ND,ND,0,0,0,1,ND,ND,ND,1,104,1,1,1,194,1,ND,ND,0,0,0
20504,Nuevo Zoquiápam,2,0,0,0,2,815,2,1,1,ND,3,ND,ND,0,0,0,2,0,0,0,2,ND,2,1,1,ND,ND,ND,ND,0,0,0,ND,0,0,0,2,815,2,1,1,475,3,ND,ND,0,0,0,2,0,0,0,2,815,2,1,1,487,3,ND,ND,0,0,0,ND,ND,ND,ND,2,815,2,1,1,491,3,ND,ND,0,0,0,2,ND,ND,ND,2,815,2,1,1,492,3,ND,ND,0,0,0
20505,Santo Domingo Ingenio,4,0,0,0,4,1521,4,1,1,ND,7,ND,ND,0,0,0,4,0,0,0,4,1521,4,1,1,ND,ND,ND,ND,0,0,0,ND,0,0,0,4,1521,4,1,1,2321,8,ND,ND,0,0,0,4,0,0,0,4,1521,4,1,1,2384,8,ND,ND,0,0,0,ND,ND,ND,ND,4,1521,4,1,1,2443,8,ND,ND,0,0,0,4,ND,ND,ND,4,1521,4,1,1,2561,8,ND,ND,0,0,0
20506,Santo Domingo Albarradas,1,0,0,0,1,176,1,0,0,ND,2,ND,ND,0,0,0,2,0,0,0,1,176,1,0,0,ND,ND,ND,ND,0,0,0,ND,0,0,0,2,176,2,ND,ND,214,2,ND,ND,0,0,0,1,0,0,0,2,176,2,0,0,221,2,ND,ND,0,0,0,ND,ND,ND,ND,2,176,2,ND,ND,228,2,ND,ND,0,0,0,1,ND,ND,ND,2,176,2,ND,ND,230,2,ND,ND,0,0,0
20507,Santo Domingo Armenta,2,0,0,0,1,407,1,1,1,ND,3,ND,ND,0,0,0,2,0,0,0,1,407,1,1,1,ND,ND,ND,ND,0,0,0,ND,0,0,0,1,407,1,1,1,724,4,ND,ND,0,0,0,2,0,0,0,1,407,1,1,1,738,4,ND,ND,0,0,0,ND,ND,ND,ND,1,407,1,1,1,744,4,ND,ND,0,0,0,2,ND,ND,ND,1,407,1,1,1,775,4,ND,ND,0,0,0
20508,Santo Domingo Chihuitán,1,0,0,0,1,317,1,0,0,ND,6,ND,ND,0,0,0,2,0,0,0,1,317,1,0,0,ND,ND,ND,ND,0,0,0,ND,0,0,0,1,317,1,ND,ND,529,7,ND,ND,0,0,0,1,0,0,0,1,317,1,0,0,545,7,ND,ND,0,0,0,ND,ND,ND,ND,1,317,1,ND,ND,571,7,ND,ND,0,0,0,1,ND,ND,ND,1,317,1,ND,ND,574,7,ND,ND,0,0,0
20509,Santo Domingo de Morelos,1,0,0,0,1,204,1,0,0,ND,18,ND,ND,0,0,0,6,0,0,0,1,204,1,0,0,ND,ND,ND,ND,0,0,0,ND,0,0,0,1,204,1,1,1,1685,20,ND,ND,0,0,0,1,0,0,0,1,204,1,1,1,1740,20,ND,ND,0,0,0,ND,ND,ND,ND,1,204,1,1,1,2018,20,ND,ND,0,0,0,1,ND,ND,ND,1,204,1,1,1,2128,20,ND,ND,0,0,0
20510,Santo Domingo Ixcatlán,1,0,0,0,1,135,1,1,1,ND,7,ND,ND,0,0,0,1,0,0,0,1,135,1,1,1,ND,ND,ND,ND,0,0,0,ND,0,0,0,1,135,1,1,1,810,7,ND,ND,0,0,0,1,0,0,0,1,135,1,1,1,458,7,ND,ND,0,0,0,ND,ND,ND,ND,1,135,1,1,1,283,7,ND,ND,0,0,0,1,ND,ND,ND,1,135,1,1,1,286,7,ND,ND,0,0,0
20511,Santo Domingo Nuxaá,5,0,0,0,4,65,4,0,0,ND,27,ND,ND,0,0,0,5,0,0,0,4,65,4,0,0,ND,ND,ND,ND,0,0,0,ND,0,0,0,4,65,4,ND,ND,674,37,ND,ND,0,0,0,5,0,0,0,4,65,4,0,0,695,37,ND,ND,0,0,0,ND,ND,ND,ND,4,65,4,ND,ND,718,37,ND,ND,0,0,0,5,ND,ND,ND,4,65,4,ND,ND,774,37,ND,ND,0,0,0
20512,Santo Domingo Ozolotepec,2,0,0,0,2,147,2,0,0,ND,2,ND,ND,0,0,0,2,0,0,0,2,147,2,0,0,ND,ND,ND,ND,0,0,0,ND,0,0,0,2,147,2,ND,ND,186,2,ND,ND,0,0,0,2,0,0,0,2,147,2,0,0,190,2,ND,ND,0,0,0,ND,ND,ND,ND,2,147,2,ND,ND,190,2,ND,ND,0,0,0,2,ND,ND,ND,2,147,2,ND,ND,192,2,ND,ND,0,0,0
20513,Santo Domingo Petapa,9,0,0,0,9,1271,9,1,1,ND,14,ND,ND,0,0,0,9,0,0,0,9,1271,9,1,1,ND,ND,ND,ND,0,0,0,ND,0,0,0,9,1271,9,1,1,1740,16,ND,ND,0,0,0,9,0,0,0,9,1271,9,1,1,1781,16,ND,ND,0,0,0,ND,ND,ND,ND,9,1271,9,1,1,1840,16,ND,ND,0,0,0,9,ND,ND,ND,9,1271,9,1,1,1903,16,ND,ND,0,0,0
20514,Santo Domingo Roayaga,1,0,0,0,1,148,1,0,0,ND,1,ND,ND,0,0,0,1,0,0,0,1,148,1,0,0,ND,ND,ND,ND,0,0,0,ND,0,0,0,1,148,1,ND,ND,137,1,ND,ND,0,0,0,1,0,0,0,1,148,1,0,0,141,1,ND,ND,0,0,0,ND,ND,ND,ND,1,148,1,ND,ND,145,1,ND,ND,0,0,0,1,ND,ND,ND,1,148,1,ND,ND,145,1,ND,ND,0,0,0
20515,Santo Domingo Tehuantepec,10,0,0,0,9,13375,9,5,5,ND,41,0,3,0,0,0,13,0,0,0,9,12314,9,5,5,ND,ND,ND,ND,0,0,0,ND,0,0,0,10,13032,10,5,5,18215,49,ND,ND,0,0,0,10,0,0,0,10,13032,10,5,5,18561,49,ND,ND,0,0,0,ND,ND,ND,ND,10,13032,10,5,5,19023,49,ND,ND,0,0,0,10,ND,ND,ND,10,13032,10,5,5,19609,49,ND,ND,0,0,0
20516,Santo Domingo Teojomulco,12,0,0,0,11,671,11,0,0,ND,22,ND,ND,0,0,0,12,0,0,0,11,671,11,0,0,ND,ND,ND,ND,0,0,0,ND,0,0,0,12,671,12,ND,ND,881,22,ND,ND,0,0,0,12,0,0,0,12,671,12,0,0,970,22,ND,ND,0,0,0,ND,ND,ND,ND,12,671,12,ND,ND,999,22,ND,ND,0,0,0,12,ND,ND,ND,12,671,12,ND,ND,1030,22,ND,ND,0,0,0
20517,Santo Domingo Tepuxtepec,4,0,0,0,3,352,3,0,0,ND,10,ND,ND,0,0,0,4,0,0,0,3,352,3,0,0,ND,ND,ND,ND,0,0,0,ND,0,0,0,3,352,3,ND,ND,1019,19,ND,ND,0,0,0,4,0,0,0,3,352,3,0,0,1087,19,ND,ND,0,0,0,ND,ND,ND,ND,3,352,3,ND,ND,1047,19,ND,ND,0,0,0,4,ND,ND,ND,3,352,3,ND,ND,1081,19,ND,ND,0,0,0
20518,Santo Domingo Tlatayápam,2,0,0,0,1,45,1,0,0,ND,2,ND,ND,0,0,0,2,0,0,0,1,45,1,0,0,ND,ND,ND,ND,0,0,0,ND,0,0,0,1,45,1,ND,ND,85,2,ND,ND,0,0,0,2,0,0,0,1,45,1,0,0,87,2,ND,ND,0,0,0,ND,ND,ND,ND,1,45,1,ND,ND,94,2,ND,ND,0,0,0,2,ND,ND,ND,1,45,1,ND,ND,97,2,ND,ND,0,0,0
20519,Santo Domingo Tomaltepec,2,0,0,0,1,488,1,0,0,ND,5,ND,ND,1,1,1,2,0,0,0,1,488,1,0,0,ND,ND,ND,ND,1,1,1,ND,0,0,0,1,488,1,ND,ND,871,3,ND,ND,1,1,1,2,0,0,0,1,488,1,0,0,908,3,ND,ND,1,1,1,ND,ND,ND,ND,1,488,1,ND,ND,937,3,ND,ND,1,1,1,2,ND,ND,ND,1,488,1,ND,ND,984,3,ND,ND,1,1,1
20520,Santo Domingo Tonalá,7,0,0,0,7,1179,7,1,1,ND,14,ND,ND,0,0,0,7,0,0,0,7,1179,7,1,1,ND,ND,ND,ND,0,0,0,ND,0,0,0,8,1179,8,1,1,2521,13,ND,ND,0,0,0,7,0,0,0,8,1179,8,1,1,2579,13,ND,ND,0,0,0,ND,ND,ND,ND,8,1179,8,1,1,2656,13,ND,ND,0,0,0,8,ND,ND,ND,8,1179,8,1,1,2779,13,ND,ND,0,0,0
20521,Santo Domingo Tonaltepec,0,0,0,0,0,0,0,0,0,ND,7,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,ND,ND,ND,ND,0,0,0,ND,0,0,0,ND,ND,ND,ND,ND,117,6,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,114,6,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,108,6,ND,ND,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,109,6,ND,ND,0,0,0
20522,Santo Domingo Xagacía,1,0,0,0,1,174,1,0,0,ND,3,ND,ND,0,0,0,1,0,0,0,1,174,1,0,0,ND,ND,ND,ND,0,0,0,ND,0,0,0,2,174,2,ND,ND,385,3,ND,ND,0,0,0,1,0,0,0,3,ND,3,0,0,402,3,ND,ND,0,0,0,ND,ND,ND,ND,3,174,3,ND,ND,403,3,ND,ND,0,0,0,1,ND,ND,ND,3,174,3,ND,ND,412,3,ND,ND,0,0,0
20523,Santo Domingo Yanhuitlán,5,0,0,0,5,327,5,1,1,ND,15,ND,ND,0,0,0,5,0,0,0,5,327,5,1,1,ND,ND,ND,ND,0,0,0,ND,0,0,0,5,327,5,1,1,674,19,ND,ND,0,0,0,5,0,0,0,5,327,5,1,1,674,19,ND,ND,0,0,0,ND,ND,ND,ND,5,327,5,1,1,681,19,ND,ND,0,0,0,5,ND,ND,ND,5,327,5,1,1,710,19,ND,ND,0,0,0
20524,Santo Domingo Yodohino,1,0,0,0,1,135,1,0,0,ND,1,ND,ND,0,0,0,1,0,0,0,1,135,1,0,0,ND,ND,ND,ND,0,0,0,ND,0,0,0,1,135,1,ND,ND,171,1,ND,ND,0,0,0,1,0,0,0,1,135,1,0,0,177,1,ND,ND,0,0,0,ND,ND,ND,ND,1,135,1,ND,ND,177,1,ND,ND,0,0,0,1,ND,ND,ND,1,135,1,ND,ND,188,1,ND,ND,0,0,0
20525,Santo Domingo Zanatepec,3,0,0,0,3,1792,3,1,1,ND,22,ND,ND,0,0,0,3,0,0,0,3,1837,3,1,1,ND,ND,ND,ND,0,0,0,ND,0,0,0,3,1906,3,1,1,3414,22,ND,ND,0,0,0,3,0,0,0,3,1976,3,1,1,3535,22,ND,ND,0,0,0,ND,ND,ND,ND,3,2030,3,1,1,3687,22,ND,ND,0,0,0,3,ND,ND,ND,3,2030,3,1,1,3789,22,ND,ND,0,0,0
20526,Santos Reyes Nopala,4,0,0,0,3,1396,3,3,3,ND,28,ND,ND,0,0,0,4,0,0,0,3,1396,3,3,3,ND,ND,ND,ND,0,0,0,ND,0,0,0,4,1396,4,4,4,3194,32,ND,ND,0,0,0,4,0,0,0,4,1396,4,4,4,3398,32,ND,ND,0,0,0,ND,ND,ND,ND,4,1396,4,4,4,3522,34,ND,ND,0,0,0,4,ND,ND,ND,4,1396,4,4,4,3748,34,ND,ND,0,0,0
20527,Santos Reyes Pápalo,0,0,0,0,0,0,0,0,0,ND,6,ND,ND,0,0,0,1,0,0,0,0,0,0,0,0,ND,ND,ND,ND,0,0,0,ND,0,0,0,1,ND,1,ND,ND,509,5,ND,ND,0,0,0,0,0,0,0,2,ND,2,0,0,548,5,ND,ND,0,0,0,ND,ND,ND,ND,2,ND,2,ND,ND,553,5,ND,ND,0,0,0,0,ND,ND,ND,2,ND,2,ND,ND,556,5,ND,ND,0,0,0
20528,Santos Reyes Tepejillo,2,0,0,0,1,30,1,0,0,ND,2,ND,ND,0,0,0,2,0,0,0,1,30,1,0,0,ND,ND,ND,ND,0,0,0,ND,0,0,0,1,30,1,ND,ND,465,5,ND,ND,0,0,0,2,0,0,0,1,30,1,0,0,473,5,ND,ND,0,0,0,ND,ND,ND,ND,1,30,1,ND,ND,472,5,ND,ND,0,0,0,2,ND,ND,ND,1,30,1,ND,ND,476,5,ND,ND,0,0,0
20529,Santos Reyes Yucuná,5,0,0,0,5,64,5,0,0,ND,7,ND,ND,0,0,0,5,0,0,0,5,64,5,0,0,ND,ND,ND,ND,0,0,0,ND,0,0,0,5,64,5,ND,ND,197,5,ND,ND,0,0,0,5,0,0,0,5,64,5,0,0,198,5,ND,ND,0,0,0,ND,ND,ND,ND,5,64,5,ND,ND,203,5,ND,ND,0,0,0,5,ND,ND,ND,5,64,5,ND,ND,207,5,ND,ND,0,0,0
20530,Santo Tomás Jalieza,1,0,0,0,1,141,1,0,0,ND,5,ND,ND,0,0,0,2,0,0,0,1,141,1,0,0,ND,ND,ND,ND,0,0,0,ND,0,0,0,1,141,1,ND,ND,692,4,ND,ND,0,0,0,1,0,0,0,2,ND,2,0,0,706,4,ND,ND,0,0,0,ND,ND,ND,ND,2,141,2,ND,ND,737,4,ND,ND,0,0,0,1,ND,ND,ND,2,141,2,ND,ND,817,4,ND,ND,0,0,0
20531,Santo Tomás Mazaltepec,1,0,0,0,1,349,1,2,2,ND,1,ND,ND,0,0,0,1,0,0,0,1,349,1,3,3,ND,ND,ND,ND,0,0,0,ND,0,0,0,1,349,1,3,3,671,1,ND,ND,0,0,0,1,0,0,0,1,349,1,3,3,686,1,ND,ND,0,0,0,ND,ND,ND,ND,1,349,1,3,3,690,1,ND,ND,0,0,0,1,ND,ND,ND,1,349,1,3,3,712,1,ND,ND,0,0,0
20532,Santo Tomás Ocotepec,7,0,0,0,7,500,7,0,0,ND,16,ND,ND,0,0,0,7,0,0,0,7,500,7,0,0,ND,ND,ND,ND,0,0,0,ND,0,0,0,10,500,10,ND,ND,1123,15,ND,ND,0,0,0,7,0,0,0,10,500,10,0,0,1154,15,ND,ND,0,0,0,ND,ND,ND,ND,10,500,10,ND,ND,1169,15,ND,ND,0,0,0,7,ND,ND,ND,10,500,10,ND,ND,1188,15,ND,ND,0,0,0
20533,Santo Tomás Tamazulapan,3,0,0,0,3,277,3,0,0,ND,4,ND,ND,0,0,0,3,0,0,0,3,277,3,0,0,ND,ND,ND,ND,0,0,0,ND,0,0,0,3,277,3,ND,ND,531,6,ND,ND,0,0,0,3,0,0,0,3,277,3,0,0,563,6,ND,ND,0,0,0,ND,ND,ND,ND,3,277,3,ND,ND,612,6,ND,ND,0,0,0,3,ND,ND,ND,3,277,3,ND,ND,615,6,ND,ND,0,0,0
20534,San Vicente Coatlán,1,0,0,0,1,535,1,0,0,ND,4,ND,ND,0,0,0,1,0,0,0,1,535,1,0,0,ND,ND,ND,ND,0,0,0,ND,0,0,0,1,535,1,ND,ND,657,3,ND,ND,0,0,0,1,0,0,0,1,535,1,0,0,691,3,ND,ND,0,0,0,ND,ND,ND,ND,1,535,1,ND,ND,731,3,ND,ND,0,0,0,1,ND,ND,ND,1,535,1,ND,ND,788,3,ND,ND,0,0,0
20535,San Vicente Lachixío,1,0,0,0,1,206,1,0,0,ND,4,ND,ND,0,0,0,3,0,0,0,1,206,1,0,0,ND,ND,ND,ND,0,0,0,ND,0,0,0,3,206,3,ND,ND,614,5,ND,ND,0,0,0,1,0,0,0,3,206,3,0,0,645,5,ND,ND,0,0,0,ND,ND,ND,ND,3,206,3,ND,ND,660,5,ND,ND,0,0,0,1,ND,ND,ND,3,206,3,ND,ND,686,5,ND,ND,0,0,0
20536,San Vicente Nuñú,0,0,0,0,0,0,0,0,0,ND,5,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,ND,ND,ND,ND,0,0,0,ND,0,0,0,ND,ND,ND,ND,ND,320,5,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,326,5,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,339,5,ND,ND,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,341,5,ND,ND,0,0,0
20537,Silacayoápam,17,0,0,0,16,1449,16,1,1,ND,27,1,0,0,0,0,17,0,0,0,16,1449,16,2,2,ND,ND,ND,ND,0,0,0,ND,0,0,0,17,1449,17,2,2,3058,26,ND,ND,0,0,0,17,0,0,0,17,1449,17,2,2,3101,26,ND,ND,0,0,0,ND,ND,ND,ND,17,1449,17,2,2,3160,26,ND,ND,0,0,0,17,ND,ND,ND,17,1449,17,2,2,3223,26,ND,ND,0,0,0
20538,Sitio de Xitlapehua,0,0,0,0,0,0,0,0,0,ND,4,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,ND,ND,ND,ND,0,0,0,ND,0,0,0,ND,ND,ND,ND,ND,181,3,ND,ND,0,0,0,0,0,0,0,1,ND,1,0,0,195,3,ND,ND,0,0,0,ND,ND,ND,ND,1,ND,1,ND,ND,200,3,ND,ND,0,0,0,0,ND,ND,ND,1,ND,1,ND,ND,206,3,ND,ND,0,0,0
20539,Soledad Etla,2,0,0,0,2,598,2,1,1,ND,7,ND,ND,0,0,0,2,0,0,0,2,598,2,1,1,ND,ND,ND,ND,0,0,0,ND,0,0,0,2,598,2,1,1,1115,7,ND,ND,0,0,0,2,0,0,0,2,598,2,1,1,1173,7,ND,ND,0,0,0,ND,ND,ND,ND,2,598,2,1,1,1215,7,ND,ND,0,0,0,2,ND,ND,ND,2,598,2,1,1,1268,7,ND,ND,0,0,0
20540,Villa de Tamazulápam del Progreso,4,0,0,0,2,1982,2,1,1,ND,17,ND,ND,0,0,0,4,0,0,0,2,1982,2,1,1,ND,ND,ND,ND,0,0,0,ND,0,0,0,2,1982,2,1,1,2620,17,ND,ND,0,0,0,4,0,0,0,2,1982,2,1,1,2707,17,ND,ND,0,0,0,ND,ND,ND,ND,2,1982,2,1,1,2782,17,ND,ND,0,0,0,4,ND,ND,ND,2,1982,2,1,1,2800,17,ND,ND,0,0,0
20541,Tanetze de Zaragoza,2,0,0,0,2,461,2,0,0,ND,2,ND,ND,0,0,0,2,0,0,0,2,461,2,0,0,ND,ND,ND,ND,0,0,0,ND,0,0,0,2,461,2,ND,ND,761,2,ND,ND,0,0,0,2,0,0,0,2,461,2,0,0,773,2,ND,ND,0,0,0,ND,ND,ND,ND,2,461,2,ND,ND,789,2,ND,ND,0,0,0,2,ND,ND,ND,2,461,2,ND,ND,806,2,ND,ND,0,0,0
20542,Taniche,2,0,0,0,1,172,1,0,0,ND,1,ND,ND,0,0,0,3,0,0,0,1,172,1,0,0,ND,ND,ND,ND,0,0,0,ND,0,0,0,2,172,2,ND,ND,257,1,ND,ND,0,0,0,2,0,0,0,2,172,2,0,0,260,1,ND,ND,0,0,0,ND,ND,ND,ND,2,172,2,ND,ND,263,1,ND,ND,0,0,0,2,ND,ND,ND,2,172,2,ND,ND,265,1,ND,ND,0,0,0
20543,Tataltepec de Valdés,5,0,0,0,3,630,3,1,1,ND,9,ND,ND,0,0,0,5,0,0,0,3,630,3,1,1,ND,ND,ND,ND,0,0,0,ND,0,0,0,3,630,3,1,1,1799,9,ND,ND,0,0,0,5,0,0,0,3,630,3,1,1,1479,9,ND,ND,0,0,0,ND,ND,ND,ND,3,630,3,1,1,1545,9,ND,ND,0,0,0,7,ND,ND,ND,3,630,3,1,1,1620,9,ND,ND,0,0,0
20544,Teococuilco de Marcos Pérez,2,0,0,0,2,345,2,0,0,ND,3,ND,ND,0,0,0,2,0,0,0,2,345,2,0,0,ND,ND,ND,ND,0,0,0,ND,0,0,0,2,345,2,ND,ND,642,2,ND,ND,0,0,0,2,0,0,0,2,345,2,0,0,650,2,ND,ND,0,0,0,ND,ND,ND,ND,2,345,2,ND,ND,656,2,ND,ND,0,0,0,2,ND,ND,ND,2,345,2,ND,ND,662,2,ND,ND,0,0,0
