Clave,Nombre,Usuarios de energía eléctrica a/,Volumen de las ventas de energía eléctrica (megawatts-hora),Valor de las ventas de energía eléctrica (miles de pesos),Subestaciones de transmisión a/,Subestaciones de distribución a/,Transformadores de distribución a/,Inversión pública ejercida en obras de electrificación (miles de pesos),Usuarios de energía eléctrica a/,Volumen de las ventas de energía eléctrica (megawatts-hora),Valor de las ventas de energía eléctrica (miles de pesos),Subestaciones de transmisión a/,Subestaciones de distribución a/,Transformadores de distribución a/,Inversión pública ejercida en obras de electrificación (miles de pesos),Usuarios de energía eléctrica a/,Volumen de las ventas de energía eléctrica (megawatts-hora),Valor de las ventas de energía eléctrica (miles de pesos),Subestaciones de transmisión a/,Subestaciones de distribución a/,Transformadores de distribución a/,Inversión pública ejercida en obras de electrificación (miles de pesos),Usuarios de energía eléctrica a/,Volumen de las ventas de energía eléctrica (megawatts-hora),Valor de las ventas de energía eléctrica (miles de pesos),Subestaciones de transmisión a/,Subestaciones de distribución a/,Transformadores de distribución a/,Inversión pública ejercida en obras de electrificación (miles de pesos),Usuarios de energía eléctrica a/,Volumen de las ventas de energía eléctrica (megawatts-hora),Valor de las ventas de energía eléctrica (miles de pesos),Subestaciones de transmisión a/,Subestaciones de distribución a/,Transformadores de distribución a/,Inversión pública ejercida en obras de electrificación (miles de pesos),Usuarios de energía eléctrica a/,Volumen de las ventas de energía eléctrica (megawatts-hora),Valor de las ventas de energía eléctrica (miles de pesos),Subestaciones de transmisión a/,Subestaciones de distribución a/,Transformadores de distribución a/,Inversión pública ejercida en obras de electrificación (miles de pesos)
12071,Xochistlahuaca,ND,ND,ND,0,0,142,ND,4107,2410,2865,0,0,145,ND,4755,4765,6191,ND,ND,ND,ND,4831,4418,6078,0,0,147,27226,5037,3909,3921,0,0,167,ND,5041,4418,4904,0,0,167,ND
12072,Zapotitlán Tablas,ND,ND,ND,0,0,85,ND,1218,726,1092,0,0,87,ND,1260,1098,1781,ND,ND,ND,ND,1134,1134,1867,0,0,89,2635,1282,1085,1434,0,0,109,ND,1132,1276,1704,0,0,109,ND
12073,Zirándaro,ND,ND,ND,0,0,171,ND,4567,5378,7514,0,0,175,ND,4546,7521,10826,ND,ND,ND,ND,4856,7213,11127,0,0,177,0,5703,8720,10158,0,0,197,ND,6054,8772,10267,0,0,197,ND
12074,Zitlala,ND,ND,ND,0,0,136,ND,4372,2486,3540,0,0,139,ND,4548,3994,5936,ND,ND,ND,ND,4734,4419,7036,0,0,141,9971,5029,4346,5669,0,0,161,ND,5051,4469,6190,0,0,161,ND
12075,Eduardo Neri,ND,ND,ND,0,0,288,ND,11003,20866,33255,0,0,295,ND,11455,36799,59574,ND,ND,ND,ND,11842,54528,88327,0,0,298,2053,11883,65302,69527,0,0,318,ND,12175,71063,87337,0,0,318,ND
12076,Acatepec,ND,ND,ND,0,0,119,ND,2314,1050,1567,0,0,125,ND,2774,2027,3370,ND,ND,ND,ND,2811,2104,3130,0,0,128,0,3057,2620,3087,0,0,148,ND,3444,3860,5491,0,0,148,ND
12077,Marquelia,ND,ND,ND,ND,ND,ND,ND,2699,3492,5352,0,0,45,ND,2761,6245,10154,ND,ND,ND,ND,2916,5311,9734,0,0,48,0,2927,5304,7564,0,0,68,ND,2815,5490,8081,0,0,69,ND
12078,Cochoapa el Grande,ND,ND,ND,ND,ND,ND,ND,511,228,315,ND,ND,ND,ND,882,443,648,ND,ND,ND,ND,888,565,802,0,0,ND,48484,1008,531,884,0,0,23,ND,2421,1900,2374,0,0,23,ND
12079,José Joaquín de Herrera,ND,ND,ND,ND,ND,ND,ND,2239,870,1247,ND,ND,ND,ND,2370,1714,2466,ND,ND,ND,ND,2290,1735,2571,0,0,ND,6216,2487,1873,2837,0,0,24,ND,1254,958,1406,0,0,24,ND
12080,Juchitán,ND,ND,ND,ND,ND,ND,ND,1562,2224,3456,ND,ND,ND,ND,1579,3249,4780,ND,ND,ND,ND,1578,2581,3903,0,0,ND,0,1673,2679,3233,0,0,20,ND,1480,2380,3107,0,0,20,ND
12081,Iliatenco,ND,ND,ND,ND,ND,ND,ND,1078,959,1330,ND,ND,ND,ND,1134,1348,1950,ND,ND,ND,ND,1233,1198,1895,0,0,ND,9232,1284,1265,1671,0,0,25,ND,1399,1320,1787,0,0,25,ND
12996,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,ND
12997,Otros estados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12998,Otros municipios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13001,Acatlán,4175,7651,8431,0,0,265,ND,4249,7493,8998,0,0,267,ND,4355,8025,9953,0,0,270,ND,4438,9066,12379,0,0,270,ND,ND,ND,ND,ND,ND,ND,ND,4961,4104,6492,ND,ND,ND,ND
13002,Acaxochitlán,4573,9075,10331,0,0,378,ND,4605,34074,46514,0,0,286,ND,4729,31018,43993,0,0,383,ND,4928,30901,46637,0,0,391,ND,ND,ND,ND,ND,ND,ND,ND,7757,9858,15959,ND,ND,ND,ND
13003,Actopan,13049,37867,43076,0,1,260,ND,13345,8612,9804,0,1,384,ND,13953,8301,9890,0,1,104,ND,14249,8152,11285,0,1,108,ND,ND,ND,ND,ND,ND,ND,ND,14525,41454,68595,ND,ND,ND,ND
13004,Agua Blanca de Iturbide,2096,7226,8065,0,0,283,ND,2225,2996,3661,0,0,37,ND,2330,2524,3314,0,0,283,ND,2482,3134,4165,0,0,240,ND,2698,3298,4195,0,0,120,ND,2828,3519,4964,0,0,126,ND
13005,Ajacuba,3731,8168,8115,0,0,94,ND,3759,8472,10598,0,0,99,ND,3901,8858,11841,0,0,306,ND,3991,9667,14407,0,0,365,ND,ND,ND,ND,ND,ND,ND,ND,5619,15960,23744,ND,ND,ND,ND
13006,Alfajayucan,5436,5083,5413,0,0,0,ND,5730,6513,8218,0,0,0,ND,5922,6990,9828,0,0,243,ND,6191,8529,14499,0,0,243,ND,6357,7077,9273,0,0,243,ND,6517,7386,10228,0,0,547,ND
13007,Almoloya,3255,4260,4929,0,0,45,ND,3276,3995,4711,0,0,47,ND,3381,3928,4639,0,0,47,ND,3550,4128,5369,0,0,49,ND,ND,ND,ND,ND,ND,ND,ND,3414,3877,5328,ND,ND,ND,ND
13008,Apan,11193,29826,32002,0,0,51,ND,11494,32585,40943,0,0,70,ND,11860,32440,40393,0,0,84,ND,12253,26044,39010,0,0,91,ND,ND,ND,ND,ND,ND,ND,ND,13100,31403,45226,ND,ND,ND,ND
13009,El Arenal,3409,24664,24117,0,0,145,ND,3460,27892,30396,0,0,145,ND,3526,26857,30793,0,0,145,ND,3729,9529,12673,0,0,146,ND,ND,ND,ND,ND,ND,ND,ND,4310,4155,6045,ND,ND,ND,ND
13010,Atitalaquia,5674,25845,29746,0,0,141,ND,5677,29559,38128,0,0,146,ND,5999,32292,41282,0,0,150,ND,6250,31308,45761,0,0,157,ND,ND,ND,ND,ND,ND,ND,ND,7802,82210,113556,ND,ND,ND,ND
13011,Atlapexco,7572,9284,8655,1,0,215,ND,7722,9775,10060,0,1,145,ND,7912,8051,8454,0,1,84,ND,8071,8341,9341,0,1,152,ND,8223,8696,9455,0,1,366,ND,8274,8484,9737,0,1,368,ND
13012,Atotonilco el Grande,1778,5388,7781,0,0,434,ND,1820,5350,8268,0,1,435,ND,1882,5507,8887,0,0,445,ND,1960,5504,9896,0,0,448,ND,ND,ND,ND,ND,ND,ND,ND,10088,10155,15250,ND,ND,ND,ND
13013,Atotonilco de Tula,12264,85682,74749,0,1,288,ND,12511,161853,150338,0,0,291,ND,12961,147797,141027,0,1,311,ND,13449,153876,183585,0,1,330,ND,ND,ND,ND,ND,ND,ND,ND,8458,149952,170917,ND,ND,ND,ND
13014,Calnali,4148,3974,4115,0,1,155,ND,4222,4058,4237,0,1,127,ND,4324,3614,3874,0,1,95,ND,4210,3599,4067,0,1,100,ND,4266,3752,4288,0,1,193,ND,4461,4078,5051,0,1,198,ND
13015,Cardonal,4912,5594,5959,0,0,0,ND,5216,6318,8498,0,0,0,ND,5351,6588,9430,0,0,518,ND,5515,7110,11196,0,0,518,ND,5580,6566,8796,0,0,518,ND,5616,6805,9754,0,0,881,ND
13016,Cuautepec de Hinojosa,11298,22027,26115,1,0,173,ND,11370,22051,28407,1,0,190,ND,11557,19311,27208,1,0,197,ND,11833,19239,29413,1,0,218,ND,ND,ND,ND,ND,ND,ND,ND,13850,38551,56226,ND,ND,ND,ND
13017,Chapantongo,3249,3761,3829,0,0,164,ND,3242,3479,4229,0,0,164,ND,3299,3731,4673,0,0,178,ND,3445,3343,4571,0,0,191,ND,ND,ND,ND,ND,ND,ND,ND,3721,3900,5359,ND,ND,ND,ND
13018,Chapulhuacán,4302,4543,4681,0,0,0,ND,4686,5853,8162,0,0,0,ND,4851,5765,8328,0,0,201,ND,5342,6195,9256,0,0,201,ND,5427,7370,9468,0,0,201,ND,5554,6851,9481,0,0,53,ND
13019,Chilcuautla,4015,5294,5544,0,0,182,ND,4155,5477,6239,0,0,205,ND,4300,5732,7093,0,0,204,ND,4542,5941,8160,0,0,233,ND,ND,ND,ND,ND,ND,ND,ND,4998,18906,25529,ND,ND,ND,ND
13020,Eloxochitlán,964,1565,1709,0,0,51,ND,993,1384,1613,0,0,32,ND,991,999,1205,0,0,74,ND,1018,1615,1799,0,1,115,ND,1013,1103,1390,0,0,47,ND,1030,1043,1447,0,0,72,ND
13021,Emiliano Zapata,3780,27302,53814,0,0,69,ND,3804,25806,58126,0,0,69,ND,3835,24552,58190,0,0,69,ND,3964,25800,61855,0,0,70,ND,ND,ND,ND,ND,ND,ND,ND,3941,2849,3754,ND,ND,ND,ND
13022,Epazoyucan,2676,5134,6022,0,0,131,ND,2668,5572,7019,0,0,131,ND,2723,5251,6515,0,0,131,ND,2755,4995,7345,0,0,132,ND,ND,ND,ND,ND,ND,ND,ND,3199,2761,4101,ND,ND,ND,ND
13023,Francisco I. Madero,7657,11831,14110,0,0,227,ND,7883,11592,14282,0,0,238,ND,8119,11989,15624,0,0,250,ND,8521,11978,16853,0,0,259,ND,ND,ND,ND,ND,ND,ND,ND,9137,13146,19377,ND,ND,ND,ND
13024,Huasca de Ocampo,4165,7630,8836,0,0,213,ND,4291,7325,9015,0,0,221,ND,4475,7123,9572,0,0,225,ND,4657,7023,10762,0,0,258,ND,ND,ND,ND,ND,ND,ND,ND,4737,6616,9376,ND,ND,ND,ND
13025,Huautla,968,1523,1862,0,0,215,ND,989,1523,1943,0,0,201,ND,1052,1447,1859,0,0,174,ND,1076,1532,2238,0,0,165,ND,1099,1491,2116,0,0,45,ND,1117,1519,2293,0,0,50,ND
13026,Huazalingo,21888,29042,28571,0,0,462,ND,23278,27562,25881,0,0,58,ND,23257,30712,30375,0,0,33,ND,2351,3305,3658,0,0,192,ND,2375,3277,3666,0,0,109,ND,2421,3297,3843,0,0,108,ND
13027,Huehuetla,3823,2852,2918,0,0,312,ND,3830,3507,3955,0,0,171,ND,3831,3098,3007,0,0,312,ND,3856,3287,3953,0,0,177,ND,3898,3360,3940,0,0,178,ND,4084,3398,4211,0,0,150,ND
13028,Huejutla de Reyes,11967,49663,36893,2,0,581,ND,12826,37997,52127,0,2,723,ND,13803,42916,60227,0,2,532,ND,34605,60703,82229,0,2,400,ND,35490,61161,78459,0,1,1529,ND,35815,62241,82805,0,1,1511,ND
13029,Huichapan,11985,183439,151661,0,0,0,ND,12875,159905,141517,0,0,0,ND,13327,174208,158323,0,1,811,ND,13724,143833,181863,0,0,811,ND,13890,207340,259218,0,1,811,ND,14154,90814,158700,0,1,873,ND
13030,Ixmiquilpan,25859,47389,65024,0,0,0,ND,27158,48893,89919,0,0,0,ND,28195,49442,86658,0,1,1759,ND,29722,53995,95589,0,1,1759,ND,30670,52229,75526,0,1,1759,ND,31433,52873,81334,0,1,2131,ND
13031,Jacala de Ledezma,4770,4988,6819,0,0,0,ND,4114,5011,7500,0,0,0,ND,4152,5493,8111,0,0,229,ND,4229,5674,7956,0,0,229,ND,4246,6060,8181,0,0,229,ND,4330,5733,8164,0,0,43,ND
13032,Jaltocán,7389,12115,10861,0,0,166,ND,7594,10596,10513,0,0,75,ND,7813,11702,12083,0,0,50,ND,7818,11665,12774,0,0,242,ND,7943,12013,13489,0,0,364,ND,8034,12445,14782,0,0,348,ND
13033,Juárez Hidalgo,1291,2903,3008,0,0,61,ND,1318,2180,2481,0,0,31,ND,1304,1402,1647,0,0,61,ND,1216,2214,2391,0,0,85,ND,1000,1196,1552,0,0,45,ND,990,1091,1571,0,0,44,ND
13034,Lolotla,5793,10590,11748,0,0,34,ND,5868,5700,6679,0,0,75,ND,5994,5994,7063,0,0,55,ND,6105,6203,7656,0,0,120,ND,7118,6833,8825,0,0,321,ND,7181,7660,9970,0,0,301,ND
13035,Metepec,2411,17691,13413,0,0,449,ND,2594,10954,11568,0,0,77,ND,2594,9788,11840,0,0,480,ND,2760,9650,10833,0,0,334,ND,2939,11448,10381,0,0,127,ND,3048,10488,11571,0,0,133,ND
13036,San Agustín Metzquititlán,5864,8120,4360,0,0,105,ND,5999,6337,7009,0,0,109,ND,6104,5883,6204,0,0,109,ND,6137,5772,6219,0,0,110,ND,2602,2624,3027,0,0,119,ND,2649,2985,3296,0,0,117,ND
13037,Metztitlán,3564,3838,4851,0,0,114,ND,4076,4842,6386,0,0,192,ND,4492,4869,5870,0,0,203,ND,6786,4046,6139,0,0,337,ND,6596,7228,8228,0,0,439,ND,9040,9386,11634,0,0,273,ND
13038,Mineral del Chico,1773,2216,2902,0,0,102,ND,1799,2480,3832,0,0,102,ND,1824,2717,4089,0,0,103,ND,1978,2275,3879,0,0,103,ND,ND,ND,ND,ND,ND,ND,ND,2818,2405,3659,ND,ND,ND,ND
13039,Mineral del Monte,3518,27148,49213,0,0,94,ND,3505,28002,57246,0,0,97,ND,3546,25410,56891,0,0,98,ND,3576,23578,57080,0,0,102,ND,ND,ND,ND,ND,ND,ND,ND,3294,60866,89108,ND,ND,ND,ND
13040,La Misión,1981,1273,1476,0,0,0,ND,2720,2457,3063,0,0,0,ND,2853,2598,3286,0,0,183,ND,2996,2706,3550,0,0,26,ND,3038,2799,3312,0,0,89,ND,699,501,533,0,0,24,ND
13041,Mixquiahuala de Juárez,10592,32589,47374,0,0,155,ND,10898,30548,44721,0,0,160,ND,11340,31262,47099,0,0,163,ND,11852,35243,60559,0,0,167,ND,ND,ND,ND,ND,ND,ND,ND,12063,27659,38756,ND,ND,ND,ND
13042,Molango de Escamilla,1415,2072,2572,1,0,228,ND,1450,2088,3328,0,1,96,ND,1489,1712,2718,0,1,228,ND,1532,1688,2673,0,1,145,ND,1557,1739,2681,0,1,62,ND,1900,2152,3502,0,1,85,ND
13043,Nicolás Flores,1140,829,853,0,0,0,ND,1574,1443,1952,0,0,0,ND,1737,1439,1991,0,0,205,ND,1809,1465,2085,0,0,205,ND,1848,1455,1825,0,0,205,ND,1899,1554,2120,0,0,90,ND
13044,Nopala de Villagrán,5158,9722,11205,0,0,0,ND,5269,10711,15697,0,0,0,ND,5578,9187,14224,0,0,506,ND,5709,8635,14328,0,0,506,ND,5860,9243,12622,0,0,506,ND,6059,10199,14884,0,0,294,ND
13045,Omitlán de Juárez,1260,1268,1061,0,0,129,ND,1323,1223,1083,0,0,133,ND,1363,1308,1224,0,0,136,ND,1412,1308,1358,0,0,136,ND,ND,ND,ND,ND,ND,ND,ND,2837,2254,3155,ND,ND,ND,ND
13046,San Felipe Orizatlán,2071,6346,4412,0,0,286,ND,2134,3300,3943,0,0,288,ND,2200,3670,4570,0,0,298,ND,2428,4429,5902,0,0,275,ND,2487,4153,5377,0,0,106,ND,2521,4040,5539,0,0,95,ND
13047,Pacula,1566,1351,1214,0,0,0,ND,1562,1701,2321,0,0,0,ND,1586,1814,2551,0,0,85,ND,1610,1827,2704,0,0,85,ND,1645,1862,2456,0,0,85,ND,1694,1873,2576,0,0,90,ND
13048,Pachuca de Soto,87756,296022,350923,0,2,1603,ND,88496,293050,395544,0,2,1671,ND,87750,300758,411327,0,2,1716,ND,87114,299895,462890,0,2,1792,ND,ND,ND,ND,ND,ND,ND,ND,110116,223446,361604,ND,ND,ND,ND
13049,Pisaflores,3052,2928,2906,0,0,0,ND,3220,3611,4982,0,0,0,ND,6223,3760,5415,0,0,168,ND,3513,3918,5191,0,0,168,ND,3488,4162,4954,0,0,168,ND,3585,4158,5259,0,0,16,ND
13050,Progreso de Obregón,6013,17573,18667,0,0,62,ND,6178,18955,21447,0,0,67,ND,6397,21824,24717,0,0,72,ND,6684,23426,31775,0,0,77,ND,ND,ND,ND,ND,ND,ND,ND,7406,24610,37472,ND,ND,ND,ND
13051,Mineral de la Reforma,19186,49007,52765,0,1,223,ND,19779,52337,62327,0,1,312,ND,20397,53425,65742,0,1,316,ND,21137,77866,109331,0,1,332,ND,ND,ND,ND,ND,ND,ND,ND,38847,136038,172473,ND,ND,ND,ND
13052,San Agustín Tlaxiaca,4797,12768,15566,0,0,216,ND,4860,14730,19875,0,0,217,ND,4847,14841,20728,0,0,219,ND,4913,16181,25029,0,0,230,ND,ND,ND,ND,ND,ND,ND,ND,5340,21494,36857,ND,ND,ND,ND
13053,San Bartolo Tutotepec,1012,1807,1259,0,0,434,ND,1332,1728,2525,0,0,104,ND,1662,1782,2371,0,0,136,ND,2140,2135,2894,0,0,330,ND,2282,2436,3436,0,0,100,ND,2397,2455,3629,0,0,138,ND
13054,San Salvador,6300,11096,12520,0,0,304,ND,6576,10679,13548,0,0,333,ND,6767,10378,13603,0,0,335,ND,7278,10561,13714,0,0,366,ND,ND,ND,ND,ND,ND,ND,ND,7342,7927,11960,ND,ND,ND,ND
13055,Santiago de Anaya,3548,6882,7445,0,0,206,ND,3610,5944,7201,0,0,207,ND,3669,5217,6420,0,0,208,ND,3753,5242,6601,0,0,223,ND,ND,ND,ND,ND,ND,ND,ND,3915,2736,3524,ND,ND,ND,ND
13056,Santiago Tulantepec de Lugo Guerrero,6441,22800,27216,0,0,35,ND,6518,20933,27651,0,0,72,ND,6796,20314,28379,0,0,81,ND,6974,20922,32660,0,0,94,ND,ND,ND,ND,ND,ND,ND,ND,6501,8994,13787,ND,ND,ND,ND
13057,Singuilucan,3119,6962,7763,0,0,213,ND,3205,6962,8527,0,0,214,ND,3330,8126,10897,0,0,217,ND,3404,8154,12007,0,0,223,ND,ND,ND,ND,ND,ND,ND,ND,4466,9147,13738,ND,ND,ND,ND
13058,Tasquillo,5140,6918,7304,0,0,0,ND,5365,8343,11666,0,0,0,ND,5636,8456,12464,0,0,291,ND,5784,9537,15124,0,0,291,ND,5898,7131,6411,0,0,291,ND,5924,10066,14702,0,0,379,ND
13059,Tecozautla,8319,30914,21431,0,0,0,ND,9126,29986,24890,0,0,0,ND,9448,30031,27407,0,1,591,ND,9971,31599,30570,0,1,591,ND,10046,28708,25185,0,1,591,ND,10351,33962,30663,0,1,491,ND
13060,Tenango de Doria,3578,4147,2982,0,0,225,ND,3704,3646,4521,0,0,123,ND,3788,3344,3877,0,0,262,ND,3857,3462,4342,0,0,300,ND,4074,3787,4908,0,0,182,ND,4265,3828,5134,0,0,190,ND
13061,Tepeapulco,16110,65495,70805,0,2,213,ND,16102,74248,83583,0,1,232,ND,16489,98255,114011,0,1,233,ND,16939,114132,159783,0,1,233,ND,ND,ND,ND,ND,ND,ND,ND,18578,105175,146662,ND,ND,ND,ND
13062,Tepehuacán de Guerrero,4025,4019,4087,0,0,56,ND,4149,3681,4118,0,0,132,ND,4604,3735,4236,0,0,115,ND,5129,4449,5405,0,0,168,ND,6062,4550,5299,0,0,257,ND,4929,34814,5670,0,0,247,ND
13063,Tepeji del Río de Ocampo,19492,691957,587952,0,3,500,ND,19927,680912,666313,0,3,543,ND,20406,683157,692672,0,3,552,ND,20786,653861,837954,0,3,575,ND,ND,ND,ND,ND,ND,ND,ND,23280,615059,748956,ND,ND,ND,ND
13064,Tepetitlán,2590,2501,2391,0,0,99,ND,2523,2236,2461,0,0,100,ND,2622,2175,2227,0,0,101,ND,2687,2218,2507,0,0,107,ND,ND,ND,ND,ND,ND,ND,ND,2898,18550,24606,ND,ND,ND,ND
13065,Tetepango,2480,4769,3757,0,1,53,ND,2495,5165,4395,0,1,60,ND,2644,5412,5071,0,1,58,ND,2765,5827,6260,0,1,66,ND,ND,ND,ND,ND,ND,ND,ND,3005,3856,5829,ND,ND,ND,ND
13066,Villa de Tezontepec,10251,16627,22554,0,0,74,ND,10524,16516,24276,0,0,74,ND,10902,16609,24456,0,0,208,ND,11529,16799,32276,0,0,223,ND,ND,ND,ND,ND,ND,ND,ND,1442,1524,2693,ND,ND,ND,ND
13067,Tezontepec de Aldama,964,1218,1623,0,0,191,ND,944,1076,1454,0,0,204,ND,979,1094,1726,0,0,74,ND,1033,1169,1867,0,0,79,ND,ND,ND,ND,ND,ND,ND,ND,12439,13327,18456,ND,ND,ND,ND
13068,Tianguistengo,606,2594,3585,0,0,57,ND,618,1018,1467,0,0,87,ND,626,1170,1308,0,0,96,ND,633,951,1412,0,0,130,ND,666,864,1444,0,0,29,ND,972,1263,1870,0,0,65,ND
13069,Tizayuca,13006,170613,247885,0,1,207,ND,12983,186452,277398,0,1,207,ND,13555,189959,293006,0,1,213,ND,14244,196209,339683,0,1,215,ND,ND,ND,ND,ND,ND,ND,ND,19303,169880,248307,ND,ND,ND,ND
13070,Tlahuelilpan,4159,9736,11296,0,0,137,ND,4153,7896,9399,0,0,150,ND,4364,8268,10367,0,0,151,ND,4493,8439,11762,0,0,155,ND,ND,ND,ND,ND,ND,ND,ND,4829,5864,8705,ND,ND,ND,ND
13071,Tlahuiltepa,2137,2731,2934,0,0,57,ND,2172,2396,2876,0,0,85,ND,2223,2146,2529,0,0,144,ND,2273,3093,3439,0,0,156,ND,1544,2219,2688,0,0,131,ND,2642,1488,1841,0,0,99,ND
13072,Tlanalapa,2879,5188,6035,0,0,43,ND,2905,5008,6184,0,0,43,ND,2995,5850,7586,0,0,43,ND,3060,5341,7568,0,0,43,ND,ND,ND,ND,ND,ND,ND,ND,2705,4656,6497,ND,ND,ND,ND
13073,Tlanchinol,1637,2186,2699,0,0,369,ND,1633,2056,2723,0,0,213,ND,1643,1918,2597,0,0,152,ND,2083,2801,3947,0,0,150,ND,2132,2680,3837,0,0,91,ND,2254,2911,4310,0,0,196,ND
13074,Tlaxcoapan,8324,39071,39195,0,0,100,ND,8444,40192,44144,0,0,102,ND,8812,44360,50210,0,0,100,ND,9218,45688,61312,0,0,104,ND,ND,ND,ND,ND,ND,ND,ND,7170,15983,25373,ND,ND,ND,ND
13075,Tolcayuca,468,5594,5912,0,0,70,ND,447,5995,6890,0,0,70,ND,440,6189,7635,0,0,70,ND,560,6511,9539,0,0,73,ND,ND,ND,ND,ND,ND,ND,ND,2461,4027,6544,ND,ND,ND,ND
13076,Tula de Allende,29777,468592,382961,1,2,608,ND,29055,486567,428911,1,2,635,ND,30060,472685,468001,1,2,639,ND,31434,492107,619021,1,2,673,ND,ND,ND,ND,ND,ND,ND,ND,33092,547171,628690,ND,ND,ND,ND
13077,Tulancingo de Bravo,40772,136793,161593,0,1,569,ND,41478,150047,187024,0,1,613,ND,42683,144256,186517,0,1,681,ND,43625,148476,222259,0,1,742,ND,ND,ND,ND,ND,ND,ND,ND,49885,145124,225124,ND,ND,ND,ND
13078,Xochiatipan,3248,3884,3586,0,0,41,ND,3318,3948,3709,0,0,124,ND,3373,3232,3188,0,0,87,ND,3492,3537,3707,0,0,133,ND,3571,3654,3854,0,0,164,ND,3869,3896,4243,0,0,120,ND
13079,Xochicoatlán,2088,3349,2944,0,0,58,ND,2483,3304,3864,0,0,71,ND,2642,2865,3473,0,0,104,ND,2758,2934,3820,0,0,110,ND,2812,2645,3332,0,0,128,ND,2818,3835,5295,0,0,108,ND
13080,Yahualica,3585,15199,3965,0,0,177,ND,3695,4594,4370,0,0,156,ND,3782,3792,3731,0,0,121,ND,3875,4097,4304,0,0,100,ND,3961,4277,4516,0,0,183,ND,3975,4199,4697,0,0,207,ND
13081,Zacualtipán de Ángeles,6363,17597,16156,0,0,326,ND,6620,11205,16264,0,0,182,ND,6991,11034,16999,0,0,326,ND,7224,10439,16825,0,0,170,ND,7488,11910,15874,0,0,303,ND,7711,12546,19580,0,0,342,ND
13082,Zapotlán de Juárez,3286,13105,14187,0,0,131,ND,3221,13332,16391,0,0,139,ND,3254,13367,17397,0,0,141,ND,3389,14205,21333,0,0,144,ND,ND,ND,ND,ND,ND,ND,ND,4097,5442,8759,ND,ND,ND,ND
13083,Zempoala,6124,27184,29236,0,0,242,ND,5987,27809,33124,0,0,248,ND,6044,23285,30276,0,0,251,ND,6134,24127,36348,0,0,260,ND,ND,ND,ND,ND,ND,ND,ND,8067,16583,25656,ND,ND,ND,ND
13084,Zimapán,12666,22474,29295,0,0,0,ND,12681,50808,66919,0,0,0,ND,12968,58383,82998,0,2,833,ND,13675,60708,100767,0,2,833,ND,13647,41309,56324,0,2,833,ND,14117,49946,78185,0,2,1007,ND
13996,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,ND
13997,Otros estados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13998,Otros municipios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14001,Acatic,6657,24313,28954,0,ND,425,55,6893,26536,35101,0,ND,447,0,7142,27080,36899,0,ND,409,0,7431,25792,41189,0,0,421,687,7663,28861,41953,0,0,433,662,7916,30369,48369,0,0,390,ND
14002,Acatlán de Juárez,6519,17313,18955,1,1,136,0,6589,17314,21612,1,1,147,0,6782,17603,22950,1,1,137,0,6958,19330,28488,1,1,141,0,7039,18119,25003,1,1,144,0,7153,18426,26733,1,2,132,ND
14003,Ahualulco de Mercado,7319,29774,23743,0,ND,123,0,7505,28185,25461,0,ND,129,0,7646,980,1143,0,ND,118,0,7766,28391,28225,0,0,122,0,7848,29141,27211,0,0,125,0,7936,26325,28583,0,0,113,ND
14004,Amacueca,1812,7957,5836,0,ND,63,759,1844,6696,5264,0,ND,66,463,1917,6608,5476,0,ND,60,0,1974,7501,6487,0,0,62,0,2018,8148,6588,0,0,64,0,2077,7257,6771,0,0,57,ND
14005,Amatitán,3750,15718,18232,0,2,138,0,3842,15661,17710,0,2,145,441,4031,16282,20342,1,2,133,0,4173,20151,29089,1,2,140,0,4317,19523,24424,1,2,143,0,4477,17154,22734,1,2,127,ND
14006,Ameca,19399,48941,54397,0,1,546,0,19923,46866,57437,0,1,574,1683,20314,46799,59648,0,2,525,0,20889,48256,67398,0,2,544,620,21130,48296,64911,0,2,558,0,21855,47829,69586,0,2,502,ND
14007,San Juanito de Escobedo,2664,5628,5194,0,1,59,95,2719,5305,5668,0,1,62,0,2752,10536,13357,0,1,57,0,2818,6653,7349,0,1,61,0,2848,6001,7233,0,1,62,0,2879,6329,8252,0,1,54,ND
14008,Arandas,28241,104064,117327,ND,ND,530,0,30148,112978,141682,ND,ND,557,4209,31185,120391,154136,ND,ND,509,0,32314,126208,188570,0,1,526,0,33846,132030,175750,0,1,2104,3069,35396,140007,206379,0,1,1898,ND
14009,El Arenal,4968,18376,19348,0,ND,201,0,5147,19911,21773,0,ND,211,1639,5416,23116,25384,0,ND,193,0,5558,23850,31990,0,0,199,0,5602,25445,31008,0,0,204,0,5933,24405,32363,0,0,184,ND
14010,Atemajac de Brizuela,1779,2797,3525,0,ND,67,0,1773,2950,4029,0,ND,70,0,1775,3143,4474,0,ND,64,0,1819,3275,5031,0,0,66,0,1845,3433,5570,0,0,68,1463,1949,3827,6679,0,0,61,ND
